,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
177,GO:BP,GO:0045595,regulation of cell differentiation,0.000971798717793567,True,"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]",1105,95,22,16307,0.23157894736842105,0.019909502262443438,query_1,"['GO:0030154', 'GO:0050793', 'GO:0050794']","['IL4', 'MMP9', 'IL13', 'IL1B', 'CCL11', 'VEGFA', 'CASP8', 'SOD1', 'TNF', 'ALOX5', 'PPP2CA', 'DNMT1', 'PTEN', 'PRKCZ', 'HLA-DRB1', 'EDN1', 'MYB', 'IKZF3', 'PTGS2', 'HLA-G', 'TBX21', 'LIF']","[['IDA', 'ISS', 'IBA'], ['ISS'], ['NAS'], ['IDA', 'IGI', 'ISS', 'TAS'], ['ISS'], ['IDA', 'ISS'], ['IMP'], ['NAS'], ['IDA', 'IGI', 'ISS', 'TAS', 'NAS'], ['ISS'], ['IMP', 'NAS'], ['IMP'], ['IMP', 'ISS'], ['ISS'], ['IDA'], ['IDA', 'IMP', 'IGI'], ['IMP'], ['ISS'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA', 'IBA']]"
178,GO:BP,GO:0002718,regulation of cytokine production involved in immune response,0.0010291825817209694,True,"""Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."" [GOC:add]",76,95,7,16307,0.07368421052631578,0.09210526315789473,query_1,"['GO:0001817', 'GO:0002367', 'GO:0002700']","['IL4', 'IL1B', 'IRAK3', 'TNF', 'PRKCZ', 'HLA-G', 'TBX21']","[['IDA'], ['IDA'], ['ISS'], ['IDA'], ['ISS'], ['IDA'], ['ISS']]"
179,GO:BP,GO:0002367,cytokine production involved in immune response,0.0010291825817209694,True,"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",76,95,7,16307,0.07368421052631578,0.09210526315789473,query_1,"['GO:0001816', 'GO:0002440', 'GO:0006955']","['IL4', 'IL1B', 'IRAK3', 'TNF', 'PRKCZ', 'HLA-G', 'TBX21']","[['IDA'], ['IDA'], ['ISS'], ['IDA'], ['ISS'], ['IDA'], ['ISS']]"
180,GO:MF,GO:0042379,chemokine receptor binding,0.0010370565401816773,True,"""Binding to a chemokine receptor."" [GOC:ai]",68,97,6,17307,0.061855670103092786,0.08823529411764706,query_1,"['GO:0001664', 'GO:0005126']","['CCL2', 'CCL5', 'CCL11', 'CXCL14', 'CXCL6', 'CCL15']","[['ISS', 'IBA', 'TAS'], ['IDA', 'IPI', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA'], ['TAS'], ['IDA', 'IBA'], ['IBA', 'TAS']]"
181,GO:BP,GO:0072577,endothelial cell apoptotic process,0.001204565008653104,True,"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]",48,95,6,16307,0.06315789473684211,0.125,query_1,['GO:1904019'],"['CCL2', 'IL4', 'IL13', 'TNF', 'HLA-G', 'ICAM1']","[['IMP'], ['IMP', 'IBA'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]"
182,WP,WP:WP5055,Burn wound healing,0.0012812814431150425,True,Burn wound healing,113,86,9,7899,0.10465116279069768,0.07964601769911504,query_1,['WP:000000'],"['CCL2', 'MMP9', 'IL1B', 'VEGFA', 'BCL2', 'TNF', 'TNC', 'CXCL14', 'ICAM1']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
183,HP,HP:0002795,Abnormal respiratory system physiology,0.0012955920105696987,True,Abnormal respiratory system physiology,1372,59,35,4856,0.5932203389830508,0.025510204081632654,query_1,['HP:0002086'],"['MUC7', 'IL13', 'CCL11', 'TGFB1', 'PEX5', 'CASP8', 'BBS1', 'CFTR', 'ERCC2', 'SOD1', 'PEPD', 'PTGER2', 'IL1RN', 'TNF', 'ADA', 'TALDO1', 'ALOX5', 'CDSN', 'LRBA', 'PTEN', 'HNMT', 'ADRB2', 'NLRP3', 'HLA-DRB1', 'HMOX1', 'EDN1', 'NFKB2', 'HLA-DPB1', 'MYLK', 'SDCCAG8', 'HLA-G', 'TBX21', 'MS4A2', 'ALMS1', 'LIFR']","[['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP']]"
184,GO:BP,GO:0019220,regulation of phosphate metabolic process,0.001342139460459694,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",1126,95,22,16307,0.23157894736842105,0.019538188277087035,query_1,"['GO:0006796', 'GO:0051174']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'IL5', 'VEGFA', 'IRAK3', 'SOD1', 'NOS2', 'TNF', 'PPP2CA', 'PARP1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'EDN1', 'PDE4D', 'RAD50', 'TSLP', 'LIF']","[['IGI', 'ISS', 'IBA'], ['IMP'], ['IDA', 'TAS'], ['IDA', 'ISS', 'NAS'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IDA'], ['IBA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'ISS'], ['IMP'], ['IGI', 'TAS'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IDA'], ['IDA']]"
185,GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.0013626625844112932,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",1127,95,22,16307,0.23157894736842105,0.019520851818988466,query_1,"['GO:0006793', 'GO:0031323']","['IL4', 'MMP9', 'CCL5', 'IL1B', 'IL5', 'VEGFA', 'IRAK3', 'SOD1', 'NOS2', 'TNF', 'PPP2CA', 'PARP1', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'EDN1', 'PDE4D', 'RAD50', 'TSLP', 'LIF']","[['IGI', 'ISS', 'IBA'], ['IMP'], ['IDA', 'TAS'], ['IDA', 'ISS', 'NAS'], ['ISS'], ['IDA', 'IMP', 'IBA'], ['IMP', 'IBA'], ['IDA'], ['IBA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'ISS'], ['IMP'], ['IGI', 'TAS'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['IDA'], ['IDA']]"
186,GO:BP,GO:0046456,icosanoid biosynthetic process,0.0013662326833994635,True,"""The chemical reactions and pathways resulting in the formation of icosanoids, any of a group of C20 polyunsaturated fatty acids."" [ISBN:0198506732]",49,95,6,16307,0.06315789473684211,0.12244897959183673,query_1,"['GO:0006690', 'GO:0046394']","['IL1B', 'ALOX5', 'EDN1', 'PTGS1', 'PTGS2', 'LTC4S']","[['IGI'], ['IDA', 'IMP'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IDA', 'ISS', 'IBA', 'NAS'], ['IBA']]"
187,GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,0.0013662326833994635,True,"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",49,95,6,16307,0.06315789473684211,0.12244897959183673,query_1,"['GO:0008284', 'GO:0048659', 'GO:0048660']","['MMP9', 'CCL5', 'TNF', 'DNMT1', 'HMOX1', 'EDN1']","[['IMP'], ['IDA'], ['IDA'], ['IMP'], ['IDA'], ['IDA']]"
188,GO:BP,GO:2001233,regulation of apoptotic signaling pathway,0.0013705770193646293,True,"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]",264,95,11,16307,0.11578947368421053,0.041666666666666664,query_1,"['GO:0009966', 'GO:0042981', 'GO:0097190']","['IL4', 'MMP9', 'IL1B', 'BCL2', 'SOD1', 'TNF', 'GSTP1', 'PTEN', 'HMOX1', 'TIMP3', 'ICAM1']","[['IBA'], ['IMP'], ['IDA'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IMP'], ['IDA', 'IGI', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IMP'], ['IDA']]"
189,KEGG,KEGG:04061,Viral protein interaction with cytokine and cytokine receptor,0.0014988657742970725,True,Viral protein interaction with cytokine and cytokine receptor,98,83,8,8091,0.0963855421686747,0.08163265306122448,query_1,['KEGG:00000'],"['CCR3', 'CCL2', 'CCL5', 'CCL11', 'TNF', 'CXCL14', 'CXCL6', 'CCL15']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
190,GO:BP,GO:0033002,muscle cell proliferation,0.001527528688926455,True,"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]",118,95,8,16307,0.08421052631578947,0.06779661016949153,query_1,['GO:0008283'],"['MMP9', 'CCL5', 'PTGIR', 'TNF', 'DNMT1', 'PTEN', 'HMOX1', 'EDN1']","[['IMP'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IDA'], ['IDA']]"
191,GO:BP,GO:0046883,regulation of hormone secretion,0.0017000949656902546,True,"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]",164,95,9,16307,0.09473684210526316,0.054878048780487805,query_1,"['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']","['CCL5', 'IL1B', 'CFTR', 'NOS2', 'TNF', 'ALOX5', 'HLA-DRB1', 'EDN1', 'LIF']","[['IDA'], ['IDA', 'ISS'], ['IMP', 'IGI'], ['IMP'], ['IDA'], ['ISS'], ['IMP'], ['IDA'], ['IDA']]"
192,KEGG,KEGG:05164,Influenza A,0.001733647350990267,True,Influenza A,168,83,10,8091,0.12048192771084337,0.05952380952380952,query_1,['KEGG:00000'],"['CCL2', 'CCL5', 'IL1B', 'IL33', 'CASP8', 'TNF', 'NLRP3', 'HLA-DRB1', 'HLA-DPB1', 'ICAM1']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
193,KEGG,KEGG:05142,Chagas disease,0.0018776638985675356,True,Chagas disease,101,83,8,8091,0.0963855421686747,0.07920792079207921,query_1,['KEGG:00000'],"['CCL2', 'CCL5', 'IL1B', 'TGFB1', 'CASP8', 'NOS2', 'TNF', 'PPP2CA']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
194,GO:BP,GO:0008217,regulation of blood pressure,0.0019728026587997327,True,"""Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."" [GOC:dph, GOC:mtg_cardio, ISBN:0721643949]",122,95,8,16307,0.08421052631578947,0.06557377049180328,query_1,"['GO:0008015', 'GO:0065008']","['SOD1', 'TBXA2R', 'NOS2', 'ADRB2', 'EDN1', 'PDE4D', 'PTGS1', 'PTGS2']","[['ISS'], ['IBA'], ['IBA'], ['IBA'], ['IDA', 'IBA'], ['IC'], ['ISS'], ['ISS']]"
195,HP,HP:0010978,Abnormality of immune system physiology,0.0019768885649960577,True,A functional abnormality of the immune system.,1612,59,38,4856,0.6440677966101694,0.02357320099255583,query_1,['HP:0002715'],"['MUC7', 'IL13', 'CCL11', 'TGFB1', 'PEX5', 'CAT', 'CASP8', 'BBS1', 'BCL2', 'CFTR', 'ERCC2', 'PEPD', 'PTGER2', 'IL1RN', 'TNF', 'ADA', 'TALDO1', 'ALOX5', 'CDSN', 'LRBA', 'DNMT1', 'PTEN', 'HNMT', 'ADRB2', 'NLRP3', 'HLA-DRB1', 'HMOX1', 'PDE4D', 'NFKB2', 'HLA-DPB1', 'MYLK', 'IKZF3', 'SDCCAG8', 'HLA-G', 'TBX21', 'MS4A2', 'ALMS1', 'LIFR']","[['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP']]"
196,WP,WP:WP2036,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,0.002055272712942998,True,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,42,86,6,7899,0.06976744186046512,0.14285714285714285,query_1,['WP:000000'],"['CCL2', 'MMP9', 'CCL5', 'CASP8', 'TNF', 'NFKB2']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
197,GO:BP,GO:0035239,tube morphogenesis,0.002059467343026173,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",546,95,15,16307,0.15789473684210525,0.027472527472527472,query_1,"['GO:0009653', 'GO:0035295']","['CCR3', 'CCL2', 'IL1B', 'VEGFA', 'BBS4', 'CASP8', 'TBXA2R', 'TNF', 'ALOX5', 'HMOX1', 'MYLK', 'PTGS2', 'SDCCAG8', 'HLA-G', 'CALCRL']","[['IMP'], ['TAS'], ['IDA', 'ISS'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'TAS'], ['ISS'], ['ISS'], ['IGI'], ['IDA'], ['ISS'], ['IDA', 'IGI', 'TAS'], ['IMP'], ['ISS'], ['ISS', 'IBA'], ['IDA'], ['IDA', 'IBA']]"
198,REAC,REAC:R-HSA-372790,Signaling by GPCR,0.0021153308558439126,True,Signaling by GPCR,696,82,18,10777,0.21951219512195122,0.02586206896551724,query_1,['REAC:R-HSA-162582'],"['CCR3', 'CCL2', 'CCL5', 'CCL11', 'PTGIR', 'NPY', 'PTGER2', 'TBXA2R', 'PPP2CA', 'ADCY2', 'ADCYAP1R1', 'ADRB2', 'EDN1', 'PDE4D', 'PDE4B', 'PTGDR', 'CALCRL', 'CXCL6']","[['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]"
199,GO:BP,GO:0050670,regulation of lymphocyte proliferation,0.002189957563786455,True,"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]",169,95,9,16307,0.09473684210526316,0.05325443786982249,query_1,"['GO:0032944', 'GO:0046651', 'GO:0051249']","['IL4', 'CCL5', 'IL1B', 'ARG1', 'BCL2', 'HLA-DRB1', 'HLA-DPB1', 'IKZF3', 'HLA-G']","[['ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IMP'], ['ISS'], ['IDA']]"
200,GO:BP,GO:0150076,neuroinflammatory response,0.0022013616526571312,True,"""The immediate defensive reaction by neural vertebrate tissue to infection or injury caused by chemical or physical agents."" [GOC:aruk, GOC:bc, PMID:10981966, PMID:11099416, PMID:18164423]",53,95,6,16307,0.06315789473684211,0.11320754716981132,query_1,['GO:0006954'],"['IL4', 'MMP9', 'IL1B', 'IL33', 'TNF', 'PTGS2']","[['ISS', 'IBA', 'IC'], ['TAS'], ['TAS'], ['TAS'], ['ISS', 'TAS', 'NAS'], ['ISS']]"
201,GO:BP,GO:0031341,regulation of cell killing,0.00222684785908581,True,"""Any process that modulates the frequency, rate or extent of cell killing, the process in which a cell brings about the death of another cell, either in the same or a different organism."" [GOC:mah]",85,95,7,16307,0.07368421052631578,0.08235294117647059,query_1,"['GO:0001906', 'GO:0050794']","['IL4', 'IL13', 'ARG1', 'NOS2', 'HLA-DRB1', 'HLA-G', 'ICAM1']","[['IMP', 'IBA'], ['IMP'], ['IMP'], ['IMP', 'TAS'], ['IDA'], ['IDA', 'IMP'], ['TAS']]"
202,GO:BP,GO:0071347,cellular response to interleukin-1,0.00222684785908581,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."" [GOC:mah]",85,95,7,16307,0.07368421052631578,0.08235294117647059,query_1,"['GO:0070555', 'GO:0071345']","['CCL2', 'CCL5', 'IL1B', 'CCL11', 'IRAK3', 'IL1RN', 'CCL15']","[['IEP', 'ISS', 'IBA'], ['IEP', 'IBA'], ['IDA'], ['IBA'], ['IMP', 'IBA'], ['IDA', 'IBA'], ['IBA']]"
203,GO:BP,GO:0060284,regulation of cell development,0.002258138949182302,True,"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",550,95,15,16307,0.15789473684210525,0.02727272727272727,query_1,"['GO:0045595', 'GO:0048468']","['IL4', 'IL1B', 'CCL11', 'VEGFA', 'CASP8', 'SOD1', 'TNF', 'PTEN', 'PRKCZ', 'HLA-DRB1', 'MYB', 'IKZF3', 'HLA-G', 'TBX21', 'LIF']","[['IDA', 'ISS', 'IBA'], ['IDA', 'IGI', 'ISS', 'TAS'], ['ISS'], ['IDA', 'ISS'], ['IMP'], ['NAS'], ['IDA', 'IGI', 'TAS'], ['ISS'], ['ISS'], ['IDA'], ['IMP'], ['ISS'], ['IDA', 'IMP'], ['ISS'], ['IDA']]"
204,GO:BP,GO:0009966,regulation of signal transduction,0.002283997286889084,True,"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]",2486,95,34,16307,0.35789473684210527,0.013676588897827836,query_1,"['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'VEGFA', 'ARG1', 'CD14', 'PTGIR', 'IRAK3', 'CASP8', 'BCL2', 'SOD1', 'IL1RN', 'PLAU', 'TNF', 'ADA', 'PPP2CA', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'HMOX1', 'EDN1', 'PDE4D', 'TIMP3', 'TSLP', 'HLA-G', 'ICAM1', 'ANKRD13C', 'LIF', 'CCL15']","[['ISS', 'IBA'], ['IGI', 'IBA'], ['IMP'], ['IDA', 'IBA', 'TAS'], ['IDA', 'ISS', 'IC'], ['IBA'], ['IDA', 'IGI'], ['IMP'], ['IDA', 'ISS', 'IBA'], ['ISS'], ['IMP', 'ISS', 'IBA', 'IC'], ['IMP', 'IEP', 'TAS'], ['IDA', 'IMP', 'IGI', 'IBA', 'TAS'], ['IMP', 'ISS'], ['IDA', 'IBA'], ['IDA'], ['IDA', 'IGI', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IBA'], ['IMP', 'NAS'], ['IDA', 'ISS', 'NAS', 'IC'], ['IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IMP', 'ISS'], ['IDA', 'IGI'], ['IDA'], ['IMP', 'HMP'], ['IDA'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IMP'], ['IDA'], ['IDA'], ['IDA', 'IMP'], ['IDA'], ['IDA'], ['IBA']]"
205,REAC,REAC:R-HSA-391903,Eicosanoid ligand-binding receptors,0.002352462103814692,True,Eicosanoid ligand-binding receptors,15,82,4,10777,0.04878048780487805,0.26666666666666666,query_1,['REAC:R-HSA-373076'],"['PTGIR', 'PTGER2', 'TBXA2R', 'PTGDR']","[['REAC'], ['REAC'], ['REAC'], ['REAC']]"
206,WP,WP:WP5198,Inflammatory bowel disease signaling,0.002367868036304131,True,Inflammatory bowel disease signaling,43,86,6,7899,0.06976744186046512,0.13953488372093023,query_1,['WP:000000'],"['IL4', 'IL13', 'IL5', 'TGFB1', 'TNF', 'TBX21']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
207,GO:BP,GO:0006633,fatty acid biosynthetic process,0.0023756796383356794,True,"""The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes."" [GOC:mah, ISBN:0198506732]",125,95,8,16307,0.08421052631578947,0.064,query_1,"['GO:0006631', 'GO:0008610', 'GO:0072330']","['IL1B', 'GSTM1', 'ALOX5', 'GSTP1', 'EDN1', 'PTGS1', 'PTGS2', 'LTC4S']","[['IGI'], ['IDA'], ['IBA', 'TAS'], ['IDA'], ['IDA'], ['IDA', 'ISS', 'IBA'], ['IDA', 'ISS', 'IBA', 'NAS'], ['IDA']]"
208,GO:BP,GO:0032103,positive regulation of response to external stimulus,0.002389331027730825,True,"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]",478,95,14,16307,0.14736842105263157,0.029288702928870293,query_1,"['GO:0009605', 'GO:0032101', 'GO:0048584']","['IL4', 'CCL5', 'IL1B', 'VEGFA', 'ARG1', 'IL33', 'CD14', 'IRAK3', 'NPY', 'PLAU', 'TNF', 'PTGS2', 'TSLP', 'HLA-G']","[['IBA'], ['IDA', 'IBA', 'TAS'], ['IGI', 'ISS', 'TAS'], ['IDA', 'ISS', 'IBA', 'NAS'], ['IMP'], ['ISS', 'IBA', 'TAS'], ['ISS', 'IBA'], ['ISS', 'TAS'], ['ISS'], ['IC'], ['ISS', 'TAS'], ['ISS'], ['IMP'], ['IDA']]"
209,GO:BP,GO:0032944,regulation of mononuclear cell proliferation,0.002417700094442001,True,"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]",171,95,9,16307,0.09473684210526316,0.05263157894736842,query_1,"['GO:0032943', 'GO:0070663']","['IL4', 'CCL5', 'IL1B', 'ARG1', 'BCL2', 'HLA-DRB1', 'HLA-DPB1', 'IKZF3', 'HLA-G']","[['ISS'], ['IDA'], ['IDA', 'IBA'], ['IDA'], ['IMP'], ['IMP'], ['IMP'], ['ISS'], ['IDA']]"
210,GO:MF,GO:0042277,peptide binding,0.002535991239224674,True,"""Binding to a peptide, an organic compound comprising two or more amino acids linked by peptide bonds."" [GOC:jl]",291,97,10,17307,0.10309278350515463,0.03436426116838488,query_1,['GO:0033218'],"['GSTM1', 'CD14', 'PEX5', 'CAT', 'ADCYAP1R1', 'ADRB2', 'HLA-DRB1', 'HLA-DPB1', 'HLA-G', 'CALCRL']","[['IDA'], ['IDA'], ['IDA', 'IPI', 'IMP', 'IBA'], ['IPI'], ['IBA'], ['IDA'], ['IDA'], ['IDA'], ['IDA'], ['IPI']]"
211,GO:BP,GO:0002703,regulation of leukocyte mediated immunity,0.002539069352275558,True,"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]",172,95,9,16307,0.09473684210526316,0.05232558139534884,query_1,"['GO:0002443', 'GO:0002697']","['IL4', 'IL1B', 'ARG1', 'NOS2', 'PRKCZ', 'HLA-DRB1', 'HLA-G', 'TBX21', 'ICAM1']","[['IDA', 'ISS', 'IBA', 'TAS'], ['IDA', 'IC'], ['IMP'], ['TAS'], ['ISS'], ['IDA'], ['IDA', 'IMP'], ['ISS'], ['TAS']]"
212,GO:BP,GO:0006468,protein phosphorylation,0.0025451773567524683,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",1268,95,23,16307,0.24210526315789474,0.018138801261829655,query_1,"['GO:0016310', 'GO:0036211']","['CCL2', 'IL4', 'MMP9', 'CCL5', 'IL1B', 'CCL11', 'IL5', 'VEGFA', 'IRAK3', 'SOD1', 'TNF', 'PPP2CA', 'GSTP1', 'PTEN', 'PRKCZ', 'ADRB2', 'HLA-DRB1', 'EDN1', 'PDE4D', 'RAD50', 'MYLK', 'TSLP', 'LIF']","[['TAS'], ['IGI', 'IBA'], ['IMP'], ['IDA', 'TAS'], ['IDA', 'ISS', 'NAS'], ['TAS'], ['ISS'], ['IDA', 'IBA'], ['IDA', 'IMP', 'IBA'], ['IDA'], ['IDA', 'ISS'], ['IMP', 'NAS'], ['IDA'], ['IDA', 'IMP', 'ISS'], ['IDA', 'IMP', 'IBA'], ['IGI', 'TAS'], ['IDA'], ['IDA'], ['ISS'], ['IDA'], ['TAS'], ['IDA'], ['IDA']]"
213,GO:BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,0.002665680604009416,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]",173,95,9,16307,0.09473684210526316,0.05202312138728324,query_1,"['GO:0043410', 'GO:0070371', 'GO:0070372']","['CCL2', 'CCL5', 'CCL11', 'VEGFA', 'TNF', 'PRKCZ', 'HLA-DRB1', 'ICAM1', 'CCL15']","[['IBA'], ['IBA'], ['IBA'], ['IDA'], ['NAS'], ['IMP'], ['IDA'], ['IMP'], ['IBA']]"
214,HP,HP:0001426,Multifactorial inheritance,0.002765749323527482,True,A mode of inheritance that depends on a mixture of major and minor genetic determinants possibly together with environmental factors. Diseases inherited in this manner are termed complex diseases.,91,59,9,4856,0.15254237288135594,0.0989010989010989,query_1,['HP:0000005'],"['MUC7', 'IL13', 'CCL11', 'TNF', 'ALOX5', 'HNMT', 'ADRB2', 'HLA-DRB1', 'HLA-G']","[['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP'], ['HP']]"
215,WP,WP:WP5284,Cell interactions of the pancreatic cancer microenvironment,0.0028707418285862213,True,Cell interactions of the pancreatic cancer microenvironment,26,86,5,7899,0.05813953488372093,0.19230769230769232,query_1,['WP:000000'],"['CCL2', 'CCL5', 'VEGFA', 'TGFB1', 'HLA-DRB1']","[['WP'], ['WP'], ['WP'], ['WP'], ['WP']]"
